ID,Title,Description,Actors,Genre
tt0060196,"The Good, the Bad and the Ugly",A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef']",['Adventure'],
tt0073486,One Flew Over the Cuckoo's Nest,"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nu... Read all","['Jack Nicholson', 'Louise Fletcher', 'Michael Berryman']",['Drama'],
tt34966562,The Christophers,"The children of a once famous artist hire a forger to complete some unfinished, long ago abandoned canvases so they'll have an inheritance when he dies.","['Michaela Coel', 'Ian McKellen', 'Jessica Gunning']",['Drama'],
tt2119532,Hacksaw Ridge,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor wit... Read all","['Andrew Garfield', 'Sam Worthington', 'Luke Bracey']",['Drama'],
tt0290673,Irreversible,Events over the course of one traumatic night in Paris unfold in reverse-chronological order.,"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel']","['Crime', 'Drama']",
tt29355505,Toy Story 5,"Woody, Buzz, Jessie and the rest of the gang's jobs are challenged when they're introduced to electronics, a new threat to playtime.","['Keanu Reeves', 'Tom Hanks', 'Annie Potts']","['Adventure', 'Drama']",
tt0144084,American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic f... Read all","['Christian Bale', 'Justin Theroux', 'Josh Lucas']","['Crime', 'Drama', 'Horror']",
tt14181714,The Bluff,A Caribbean woman gets her secret past revealed when her island is invaded by vicious buccaneers.,"['Priyanka Chopra Jonas', 'Karl Urban', 'Safia Oakley-Green']","['Action', 'Adventure', 'Drama']",
tt3359350,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.","['Jake Gyllenhaal', 'Daniela Melchior', 'Conor McGregor']","['Action', 'Drama']",
tt17351924,Saltburn,"A student at Oxford University finds himself drawn into the world of a charming and aristocratic classmate, who invites him to his eccentric family's sprawling estate for a summer never to b... Read all","['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike']",['Drama'],
tt0116282,Fargo,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi']","['Crime', 'Drama']",
tt0246578,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.","['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell']","['Drama', 'Sci-Fi']",
tt6966692,Green Book,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']",['Drama'],
tt0092005,Stand by Me,A writer recounts a childhood journey with his friends to view the body of a boy who went missing in the woods.,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman']","['Adventure', 'Drama']",
tt0253474,The Pianist,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']",['Drama'],
tt0166924,Mulholland Drive,"After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","['Naomi Watts', 'Laura Harring', 'Justin Theroux']",['Drama'],
tt33737583,Euphoria,"In a time of rising youth crime and fading values, society confronts hard questions about raising children and seeking justice, as a new generation struggles with the costs of ambition and m... Read all","['Saandip', 'Mohammad Anas', 'Rajasekhar Aningi']",['Drama'],
tt1675434,The Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","['François Cluzet', 'Omar Sy', 'Anne Le Ny']",['Drama'],
tt0112641,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.","['Robert De Niro', 'Sharon Stone', 'Joe Pesci']","['Crime', 'Drama']",
tt1352824,Chloe,"Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe to test his faithfulness. Soon, the relationships between all three intensify.","['Julianne Moore', 'Amanda Seyfried', 'Liam Neeson']",['Drama'],
tt0081505,The Shining,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the... Read all","['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd']","['Drama', 'Horror']",
tt30840798,The Phoenician Scheme,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreig... Read all","['Benicio Del Toro', 'Mia Threapleton', 'Michael Cera']","['Action', 'Crime', 'Drama']",
tt13650700,A Big Bold Beautiful Journey,"Two strangers who meet at a mutual friend's wedding have the chance to relive important moments from their pasts, illuminating the path that led them to the present and gaining the opportuni... Read all","['Colin Farrell', 'Margot Robbie', 'Jennifer Grant']",['Drama'],
tt0075314,Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']","['Crime', 'Drama']",
tt0086250,Scarface,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer']","['Crime', 'Drama']",
tt0147800,10 Things I Hate About You,"A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.","['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']",['Drama'],
tt0078788,Apocalypse Now,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",['Drama'],
tt11214558,The Smashing Machine,"The story of mixed-martial arts and UFC champion, Mark Kerr.","['Dwayne Johnson', 'Emily Blunt', 'Ryan Bader']","['Action', 'Drama']",
tt27534307,Speak No Evil,"A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.","['James McAvoy', 'Mackenzie Davis', 'Scoot McNairy']","['Drama', 'Horror']",
tt0071562,The Godfather Part II,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","['Al Pacino', 'Robert De Niro', 'Robert Duvall']","['Crime', 'Drama']",
tt32536315,Blue Moon,"Tells the story of Lorenz Hart's struggles with alcoholism and mental health as he tries to save face during the opening of ""Oklahoma!"".","['Ethan Hawke', 'Bobby Cannavale', 'Andrew Scott']",['Drama'],
tt0169547,American Beauty,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"['Kevin Spacey', 'Annette Bening', 'Thora Birch']",['Drama'],
tt0265086,Black Hawk Down,"The story of one hundred and sixty elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate ba... Read all","['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore']","['Action', 'Drama']",
tt30446847,Jay Kelly,"Famous movie actor Jay Kelly embarks on a journey of self-discovery, confronting his past and present with his devoted manager Ron. Poignant and humor-filled, pitched at the intersection of ... Read all","['George Clooney', 'Adam Sandler', 'Stanley Townsend']",['Drama'],
tt31450459,Digger,The most powerful man in the world embarks on a frantic mission to prove he is humanity's savior before the disaster he's unleashed destroys everything.,"['Tom Cruise', 'Riz Ahmed', 'Aetheria Angel']",['Drama'],
tt12747748,Leave the World Behind,"A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices, and two strangers appear at their door.","['Julia Roberts', 'Mahershala Ali', 'Ethan Hawke']",['Drama'],
tt11564570,Glass Onion,"Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.","['Daniel Craig', 'Edward Norton', 'Kate Hudson']","['Crime', 'Drama']",
tt0120586,American History X,A European-American man is released from prison and now a changed man and hopes to prevent his younger brother from following in his footsteps.,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo""]","['Crime', 'Drama']",
tt6644200,A Quiet Place,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']","['Drama', 'Horror', 'Sci-Fi']",
tt30955489,Until Dawn,"A group of friends trapped in a time loop, where mysterious foes chase and kill them in gruesome ways, must survive until dawn to escape it.","['Ella Rubin', 'Michael Cimino', ""Odessa A'zion""]",['Drama'],
tt0083658,Blade Runner,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"['Harrison Ford', 'Rutger Hauer', 'Sean Young']","['Action', 'Drama', 'Sci-Fi']",
tt2194499,About Time,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns ou... Read all","['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy']","['Drama', 'Sci-Fi']",
tt0086879,Amadeus,"The life and work of Wolfgang Amadeus Mozart seen through the eyes of his contemporary and rival, Antonio Salieri.","['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']",['Drama'],
tt0206634,Children of Men,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","['Julianne Moore', 'Clive Owen', 'Chiwetel Ejiofor']","['Drama', 'Sci-Fi']",
tt0353969,Memories of Murder,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roe-ha']","['Crime', 'Drama']",
tt12308018,Newborn,"After serving seven years in solitary confinement, Chris Newborn seeks to rebuild his life and reconnect with his family only to find that freedom has become a terrifying psychological battl... Read all","['Aiden Stoxx', 'Matthew Mylrea', 'Barry Pepper']",['Drama'],
tt32328070,The Lord of the Rings: The Hunt for Gollum,"Aragorn's quest to capture Gollum between The Hobbit and Fellowship of the Ring, tracking him to keep the Ring's location from Sauron. The film explores Aragorn's early adventures as a range... Read all","['Lee Pace', 'Leo Woodall', 'Kate Winslet']","['Action', 'Adventure', 'Drama']",
tt10640346,Babylon,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","['Brad Pitt', 'Margot Robbie', 'Jean Smart']",['Drama'],
tt5362988,Wind River,A wildlife officer helps a rookie FBI agent investigate the murder of a young woman on an American Indian reservation in Wyoming.,"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene']","['Crime', 'Drama']",
tt19850008,The Batman: Part II,Plot under wraps,"['Barry Keoghan', 'Robert Pattinson', 'Scarlett Johansson']","['Action', 'Crime', 'Drama']",
tt0309987,The Dreamers,"In 1968 Paris, film-loving twins Theo and Isabelle befriend American student Matthew during student protests. While their parents travel, they pull him into a month of sensual exploration, u... Read all","['Michael Pitt', 'Louis Garrel', 'Eva Green']",['Drama'],
tt0470752,Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"['Alicia Vikander', 'Domhnall Gleeson', 'Oscar Isaac']","['Drama', 'Sci-Fi']",
tt11286314,Don't Look Up,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep']","['Drama', 'Sci-Fi']",
tt0765429,American Gangster,An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas.,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']","['Crime', 'Drama']",
tt0110357,The Lion King,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']","['Adventure', 'Drama']",
tt7286456,Joker,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrac... Read all","['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']","['Crime', 'Drama']",
tt8772262,Midsommar,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarr... Read all,"['Florence Pugh', 'Jack Reynor', 'Vilhelm Blomgren']","['Drama', 'Horror']",
tt2872718,Nightcrawler,A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.,"['Jake Gyllenhaal', 'Rene Russo', 'Bill Paxton']","['Crime', 'Drama']",
tt0486051,Wind Chill,"Two college students share a ride home for the holidays, but when they break down on a deserted stretch of road, they are preyed upon by the ghosts of people who have died there.","['Emily Blunt', 'Ashton Holmes', 'Martin Donovan']","['Adventure', 'Drama', 'Horror']",
tt5013056,Dunkirk,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance']","['Action', 'Drama']",
tt0119174,The Game,A mysterious game invades a man's ordered existence.,"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn']",['Drama'],
tt0430105,Four Brothers,"When their adoptive mother is gunned down in a store robbery, four brothers decide to investigate the murder and find the killers themselves, but not all is what it seems.","['Mark Wahlberg', 'Tyrese Gibson', 'André 3000']","['Action', 'Crime', 'Drama']",
tt8579674,1917,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from wa... Read all","['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays']","['Action', 'Drama']",
tt0119558,Lolita,"An English professor falls for a minor, and has to face the consequences of his actions.","['Jeremy Irons', 'Dominique Swain', 'Melanie Griffith']",['Drama'],
tt1454468,Gravity,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.","['Sandra Bullock', 'George Clooney', 'Ed Harris']","['Drama', 'Sci-Fi']",
tt0095327,Grave of the Fireflies,A young boy and his little sister struggle to survive in Japan during World War II.,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Akemi Yamaguchi']",['Drama'],
tt0073195,Jaws,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.","['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']","['Adventure', 'Drama', 'Horror']",
tt23172090,Dust Bunny,An eight-year-old girl asks her scheming neighbor for help in killing the monster under her bed that she thinks ate her family.,"['Mads Mikkelsen', 'Sophie Sloan', 'Sheila Atim']","['Action', 'Drama', 'Horror']",
tt7798632,Hamlet,"Hamlet comes home for his father's funeral and finds his uncle Claudius marrying his widowed mother Gertrude. His father's ghost reveals Claudius murdered him, leading Hamlet toward revenge ... Read all","['Riz Ahmed', 'Morfydd Clark', 'Avijit Dutt']",['Drama'],
tt0064116,Once Upon a Time in the West,A mysterious stranger with a harmonica teams up with a notorious desperado to protect a beautiful widow and her land from a ruthless assassin in the employ of a railroad tycoon.,"['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale']",['Drama'],
tt0092099,Top Gun,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless atti... Read all","['Tom Cruise', 'Tim Robbins', 'Kelly McGillis']","['Action', 'Drama']",
tt0091251,Come and See,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","['Aleksey Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius']",['Drama'],
tt30057084,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.,"['Nicole Kidman', 'Harris Dickinson', 'Antonio Banderas']",['Drama'],
tt0119488,L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","['Kevin Spacey', 'Russell Crowe', 'Guy Pearce']","['Crime', 'Drama']",
tt27419420,Street Fighter,"Street Fighters Ryu and Ken reunite when Chun-Li recruits them for the World Warrior Tournament. As they face a hidden conspiracy, they must confront each other and their past-or face destru... Read all","['Jason Momoa', 'David Dastmalchian', 'Noah Centineo']","['Action', 'Drama']",
tt30988739,Black Bag,"When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband - also a legendary agent - faces the ultimate test of whether to be loyal to his marriage, or his ... Read all","['Michael Fassbender', 'Gustaf Skarsgård', 'Cate Blanchett']",['Drama'],
tt0120794,The Prince of Egypt,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,"['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer']","['Adventure', 'Drama']",
tt0112573,Braveheart,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']",['Drama'],
tt32386654,The Wizard of the Kremlin,"A young Russian filmmaker becomes an unlikely advisor to Vladimir Putin as he rises to power in post-Soviet Russia, navigating the new era's complexities and chaos.","['Paul Dano', 'Alicia Vikander', 'Tom Sturridge']",['Drama'],
tt1485796,The Greatest Showman,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,"['Hugh Jackman', 'Michelle Williams', 'Zac Efron']",['Drama'],
tt5311514,Your Name.,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.","['Ryûnosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita']",['Drama'],
tt22868010,Return to Silent Hill,"When a man receives a mysterious letter from his lost love, he is drawn to Silent Hill, a once familiar town now consumed by darkness.","['Jeremy Irvine', 'Hannah Emily Anderson', 'Ljiljana Velimirov']","['Drama', 'Horror']",
tt1674782,Karate Kid: Legends,"After kung fu prodigy Li Fong relocates to New York City, he attracts unwanted attention from a local karate champion and embarks on a journey to enter the ultimate karate competition with t... Read all","['Jackie Chan', 'Ben Wang', 'Joshua Jackson']","['Action', 'Drama']",
tt10370710,The Worst Person in the World,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic loo... Read all","['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum']",['Drama'],
tt31434639,Warfare,"A platoon of Navy SEALs embark on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.","[""D'Pharaoh Woon-A-Tai"", 'Will Poulter', 'Cosmo Jarvis']","['Action', 'Drama']",
tt4873118,The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","['Jake Gyllenhaal', 'Dar Salim', 'Sean Sagar']","['Action', 'Drama']",
tt9218128,Gladiator II,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to it... Read all","['Paul Mescal', 'Denzel Washington', 'Pedro Pascal']","['Action', 'Adventure', 'Drama']",
tt1596363,The Big Short,"Prior to the 2008 financial crisis, a group of investors bet against the US mortgage market and are stunned by the corruption they uncover through their research.","['Christian Bale', 'Steve Carell', 'Ryan Gosling']",['Drama'],
tt38190257,Your Heart Will Be Broken,A new student makes a risky deal with the school's top bully-he'll pose as her boyfriend for protection if she follows his every command. As their fake relationship blurs into something real... Read all,"['Daymon Cherednik', 'Ramaz Chiaureli', 'Nataliya Derbeneva']",['Drama'],
tt0327056,Mystic River,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing... Read all","['Sean Penn', 'Tim Robbins', 'Kevin Bacon']","['Crime', 'Drama']",
tt15181326,Dead Man's Wire,"On February 8, 1977, Tony Kiritsis entered the office of Richard Hall, president of the Meridian Mortgage Company, and took him hostage with a sawed-off shotgun wired with a ""dead man's wire... Read all","['Bill Skarsgård', 'Dacre Montgomery', 'Al Pacino']","['Crime', 'Drama']",
tt2084970,The Imitation Game,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his trouble... Read all","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']",['Drama'],
tt0332452,Troy,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces.","['Brad Pitt', 'Eric Bana', 'Orlando Bloom']","['Action', 'Adventure', 'Drama']",
tt0093058,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio""]",['Drama'],
tt21942866,Dream Scenario,An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,"['Lily Bird', 'Nicolas Cage', 'Julianne Nicholson']","['Drama', 'Horror']",
tt1120985,Blue Valentine,A couple cannot halt the downward spiral of their marriage.,"['Ryan Gosling', 'Michelle Williams', 'John Doman']",['Drama'],
tt1182345,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth, parcels... Read all","['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott']","['Drama', 'Sci-Fi']",
tt8999762,The Brutalist,A visionary architect flees post-war Europe in 1947 for a brighter future in the United States and finds his life forever changed by a wealthy client.,"['Adrien Brody', 'Felicity Jones', 'Guy Pearce']",['Drama'],
tt1979320,Rush,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.","['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde']",['Drama'],
tt1817273,The Place Beyond the Pines,A stunt rider turns into a robber in order to lead a happy life with his child and lover and grabs the attention of a police officer. They both get on a collision course that affects their f... Read all,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']","['Crime', 'Drama']",
tt0112950,Empire Records,Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a ... Read all,"['Anthony LaPaglia', 'Debi Mazar', 'Maxwell Caulfield']",['Drama'],
tt0087843,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","['Robert De Niro', 'James Woods', 'Elizabeth McGovern']","['Crime', 'Drama']",
tt0107614,Mrs. Doubtfire,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.","['Robin Williams', 'Sally Field', 'Pierce Brosnan']",['Drama'],
tt1305806,The Secret in Their Eyes,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior--both of which still haunt him... Read all,"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago']",['Drama'],
tt1051906,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being ... Read all","['Elisabeth Moss', 'Oliver Jackson-Cohen', 'Harriet Dyer']","['Drama', 'Horror', 'Sci-Fi']",
tt0105695,Unforgiven,"Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself ""The Schofield Ki... Read all","['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman']",['Drama'],
tt39744394,The Red Line,"Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money and their dignity.","['Nittha Jirayungyurn', 'Esther Supreeleela', 'Ning Chutima Maholakul']","['Crime', 'Drama']",
tt11563598,A Complete Unknown,"In 1961, an unknown 19-year-old Bob Dylan arrives in New York City with his guitar and forges relationships with musical icons on his meteoric rise, culminating in a groundbreaking performan... Read all","['Timothée Chalamet', 'Edward Norton', 'Elle Fanning']",['Drama'],
tt27489557,Abigail,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.","['Melissa Barrera', 'Dan Stevens', 'Alisha Weir']","['Action', 'Crime', 'Drama', 'Horror']",
tt14123284,Havoc,"After a drug deal gone wrong, a bruised detective must fight his way through the criminal underworld to rescue a politician's estranged son, unraveling a deep web of corruption and conspirac... Read all","['Tom Hardy', 'Jessie Mei Li', 'Justin Cornwell']","['Action', 'Crime', 'Drama']",
tt0405094,The Lives of Others,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.","['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch']",['Drama'],
tt0118749,Boogie Nights,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds']",['Drama'],
tt0104257,A Few Good Men,A military lawyer intends to prove that two US Marines charged with murdering a fellow Marine were only following their base commander's orders.,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",['Drama'],
tt0112471,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']",['Drama'],
tt13223398,Beast,A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the savanna has but one apex predator.,"['Liyabuya Gongo', 'Martin Munro', 'Daniel Hadebe']","['Action', 'Adventure', 'Drama', 'Horror']",
tt1659337,The Perks of Being a Wallflower,A pair of charismatic seniors take socially awkward Charlie under their wing.,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']",['Drama'],
tt3890160,Baby Driver,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.","['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm']","['Action', 'Crime', 'Drama']",
tt1285016,The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who w... Read all","['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']",['Drama'],
tt21103218,The Lost Bus,A wayward school bus driver and a dedicated school teacher battle to save 22 children from a terrifying inferno.,"['Matthew McConaughey', 'America Ferrera', 'Yul Vazquez']",['Drama'],
tt3315342,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to s... Read all","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']","['Action', 'Drama']",
tt0118971,The Devil's Advocate,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,"['Keanu Reeves', 'Al Pacino', 'Charlize Theron']",['Drama'],
tt0108358,Tombstone,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.","['Kurt Russell', 'Val Kilmer', 'Sam Elliott']",['Drama'],
tt0108037,The Sandlot,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","['Tom Guiry', 'Mike Vitar', 'Art LaFleur']",['Drama'],
tt0100054,Lord of the Flies,"Stranded on an island, a group of schoolboys degenerate into savagery.","['Balthazar Getty', 'Chris Furrh', 'Danuel Pipoly']","['Adventure', 'Drama']",
