image_path,target
classifier_dataset/train\Clothes\0-104_jpg.rf.0a871d41077c269e7c9dcea666bd921d_2427.jpg,2
classifier_dataset/train\Clothes\0-104_jpg.rf.ad5d8aef2ac20569dea49324968902dc_10049.jpg,2
classifier_dataset/train\Clothes\0-104_jpg.rf.ee6de0dd46e5d542b077bafb8105d860_10092.jpg,2
classifier_dataset/train\Clothes\0-105_jpg.rf.3bd85877f0f5c66f335f2779edca4c82_6500.jpg,2
classifier_dataset/train\Clothes\0-105_jpg.rf.679713f92f107e9732b3a49db717897b_1410.jpg,2
classifier_dataset/train\Clothes\0-105_jpg.rf.9b8a498cb39830114ed38f0b4865349e_5410.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.11690b9361630bf0c5680feab370a57c_8313.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.11690b9361630bf0c5680feab370a57c_8314.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.11690b9361630bf0c5680feab370a57c_8315.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.11690b9361630bf0c5680feab370a57c_8316.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.80092afb6c0b3c98a4bb049b34ed22ea_30.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.80092afb6c0b3c98a4bb049b34ed22ea_31.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.80092afb6c0b3c98a4bb049b34ed22ea_32.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.80092afb6c0b3c98a4bb049b34ed22ea_33.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.ad295c7c351e486821067f3fff2a58a6_11266.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.ad295c7c351e486821067f3fff2a58a6_11267.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.ad295c7c351e486821067f3fff2a58a6_11268.jpg,2
classifier_dataset/train\Clothes\0-109_jpg.rf.ad295c7c351e486821067f3fff2a58a6_11269.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.a2bd5f10e0705ab334935c47840214cd_10316.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.a2bd5f10e0705ab334935c47840214cd_10317.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.a2bd5f10e0705ab334935c47840214cd_10318.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.a2bd5f10e0705ab334935c47840214cd_10319.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.e8c2d75cf4f6f150d76f744c8df88a91_3925.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.e8c2d75cf4f6f150d76f744c8df88a91_3926.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.e8c2d75cf4f6f150d76f744c8df88a91_3927.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.e8c2d75cf4f6f150d76f744c8df88a91_3928.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.f18f521b3a7559f604812156b87d29ab_4036.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.f18f521b3a7559f604812156b87d29ab_4037.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.f18f521b3a7559f604812156b87d29ab_4038.jpg,2
classifier_dataset/train\Clothes\0-10_jpg.rf.f18f521b3a7559f604812156b87d29ab_4039.jpg,2
classifier_dataset/train\Clothes\0-110_jpg.rf.62c58bd5e52ae0395f6aa45aafba4cd9_6925.jpg,2
classifier_dataset/train\Clothes\0-110_jpg.rf.6550d4d4cc67c3f5bfa0aaea7cb0a60d_2426.jpg,2
classifier_dataset/train\Clothes\0-110_jpg.rf.70999c4f993370b09b5a244a32eafbae_1039.jpg,2
classifier_dataset/train\Clothes\0-14_jpg.rf.517884f2974f513ff2e3a444db55f0ae_11986.jpg,2
classifier_dataset/train\Clothes\0-14_jpg.rf.5aff34dbb9547a2f6a44dc125c094c89_536.jpg,2
classifier_dataset/train\Clothes\0-14_jpg.rf.d0958c91b38b3fda0d84a58abce91b1e_3924.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.1a2a2f5cb66f499625be1b18f5565827_7874.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.1a2a2f5cb66f499625be1b18f5565827_7875.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.2cb90c2f66b90ed5c3423933e4bae1e3_1256.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.2cb90c2f66b90ed5c3423933e4bae1e3_1257.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.4d357f7e82fb581ed28f1a8da179315e_12077.jpg,2
classifier_dataset/train\Clothes\0-1_jpg.rf.4d357f7e82fb581ed28f1a8da179315e_12078.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7088.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7089.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7090.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7091.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7092.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7093.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7094.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7095.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7096.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7097.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7098.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7099.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7100.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7101.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7102.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7103.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7104.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7105.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7106.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7107.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7108.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7109.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7110.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7111.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7112.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7113.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7114.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7115.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7116.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7117.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7118.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7119.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7120.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7121.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.31c78fe4bc08d9b2f84d858460cccbb0_7122.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10408.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10409.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10410.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10411.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10412.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10413.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10414.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10415.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10416.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10417.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10418.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10419.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10420.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10421.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10422.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10423.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10424.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10425.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10426.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10427.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10428.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10429.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10430.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10431.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10432.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10433.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10434.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10435.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10436.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10437.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10438.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10439.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10440.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10441.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.3d95918a34c0d129cb1a94b304999fd7_10442.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4955.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4956.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4957.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4958.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4959.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4960.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4961.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4962.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4963.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4964.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4965.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4966.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4967.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4968.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4969.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4970.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4971.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4972.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4973.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4974.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4975.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4976.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4977.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4978.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4979.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4980.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4981.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4982.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4983.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4984.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4985.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4986.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4987.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4988.jpg,2
classifier_dataset/train\Clothes\0-21_jpg.rf.f12cb22c71b51c64f2ee7f4d410591f0_4989.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3793.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3794.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3795.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3796.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3797.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3798.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3799.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3800.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.566f16a0511b5e19878fe44ff9109433_3801.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5373.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5374.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5375.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5376.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5377.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5378.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5379.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5380.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.68b41969d393dd61d4015ebd093103f6_5381.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11544.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11545.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11546.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11547.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11548.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11549.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11550.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11551.jpg,2
classifier_dataset/train\Clothes\0-26_jpg.rf.7036829666a337ca126affdb6e4299fe_11552.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.4c1ed7f1a7a3f692832fb0a5515b6f6f_3196.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.4c1ed7f1a7a3f692832fb0a5515b6f6f_3197.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.4c1ed7f1a7a3f692832fb0a5515b6f6f_3198.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.9aadbc02d04cac08b538874fae0427e2_10845.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.9aadbc02d04cac08b538874fae0427e2_10846.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.9aadbc02d04cac08b538874fae0427e2_10847.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.a525404781b6195521c5140dbaa2bcd2_11166.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.a525404781b6195521c5140dbaa2bcd2_11167.jpg,2
classifier_dataset/train\Clothes\0-27_jpg.rf.a525404781b6195521c5140dbaa2bcd2_11168.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10539.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10540.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10541.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10542.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10543.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10544.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10545.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10546.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10547.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10548.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10549.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10550.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10553.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.1f4f41a76bbf4da1506115964237d783_10554.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6382.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6383.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6384.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6385.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6386.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6387.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6388.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6389.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6390.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6391.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6392.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6393.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6396.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.6eb61cc73b840b2215ceef63272cab55_6397.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2674.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2675.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2676.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2677.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2678.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2679.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2680.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2681.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2682.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2683.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2684.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2685.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2688.jpg,2
classifier_dataset/train\Clothes\0-28_jpg.rf.c0afc0fab7ee9b10bcb084f3e50a288d_2689.jpg,2
classifier_dataset/train\Clothes\0-29_jpg.rf.004f71dbf289eb13c4b17da344e73c09_5954.jpg,2
classifier_dataset/train\Clothes\0-29_jpg.rf.1f06b814d43625e315c79f6df73369eb_11355.jpg,2
classifier_dataset/train\Clothes\0-29_jpg.rf.68a22b63a541bb265063ef0e11af7e2f_8057.jpg,2
classifier_dataset/train\Clothes\0-2_jpg.rf.0d62caf3f12ca7129bdb6ba454066602_8848.jpg,2
classifier_dataset/train\Clothes\0-2_jpg.rf.47d29a3a6d26d04d4587c2e3f32ffb95_10165.jpg,2
classifier_dataset/train\Clothes\0-2_jpg.rf.7ad00b72eb0f3ce7a9940626f4668299_5021.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3493.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3494.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3495.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3496.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3497.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3498.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3499.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3500.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3501.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3502.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3503.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3504.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3505.jpg,2
classifier_dataset/train\Clothes\0-30_jpg.rf.3540443c225703f449bb04f493d8894c_3506.jpg,2
